monthly_income_after_tax_and_401k,rent,groceries,entertainment,utilities,healthcare,other,savings
4886,1353,433,190,138,322,137,1068
4831,1180,386,169,111,407,181,428
5611,1190,497,245,170,273,136,997
1789,1626,340,20,155,205,257,290
4234,1241,357,253,208,254,103,364
3501,1417,390,256,192,0,229,1008
4151,1958,421,114,126,584,180,608
4383,1029,141,268,95,421,132,343
4613,931,359,248,80,353,228,1126
3950,1398,430,182,124,228,236,1237
3898,1641,155,408,133,202,186,615
3561,2036,469,194,196,208,270,243
3587,1425,377,231,186,228,165,51
3887,1119,355,181,178,415,264,554
4184,1503,431,224,135,289,259,1656
4457,1501,666,203,144,513,114,900
3598,607,421,178,138,296,317,291
4746,1409,463,210,216,242,211,618
3864,947,609,335,131,393,225,261
3989,1445,354,166,126,133,135,716
3626,1186,447,188,167,319,292,0
2788,1055,324,167,121,507,196,521
4442,633,421,320,167,82,0,670
4368,946,396,86,159,288,210,1345
3859,1368,462,236,128,383,187,778
4033,1074,459,200,140,321,227,1003
4258,1031,428,251,125,68,147,953
4728,1312,415,240,180,402,261,809
3735,1265,425,8,146,285,270,779
4397,1591,283,123,144,285,218,758
3373,1043,397,241,174,362,89,111
4147,1575,472,208,102,194,140,852
3322,1072,478,201,157,383,144,431
4233,1484,393,177,249,249,197,1335
3982,1521,412,237,145,0,152,279
3192,1364,404,217,123,353,52,44
2888,1142,319,188,154,181,224,668
4745,995,383,139,149,382,281,0
3595,910,480,253,90,165,87,877
4100,1670,363,230,142,366,199,1011
4574,1241,506,213,198,276,258,533
3492,1079,459,67,114,285,219,431
4031,1071,420,198,143,0,160,177
4214,1334,428,188,49,241,151,318
4347,1221,354,4,140,279,147,747
4088,916,387,238,184,455,180,855
5382,1473,472,236,136,296,238,615
3586,1367,369,49,180,235,220,376
4043,1668,453,252,147,769,271,687
3464,1528,331,328,147,249,191,782
2539,680,340,177,110,403,163,403
4218,1583,495,204,92,326,252,810
4452,1541,399,169,196,210,174,575
2819,1153,373,236,113,394,218,0
3495,1213,631,174,198,360,229,825
4310,1382,280,265,107,390,306,0
5029,632,446,302,145,282,315,257
4010,1251,372,307,147,360,259,669
3636,1500,386,301,141,492,192,303
3909,2157,416,195,287,317,262,611
4687,1167,435,257,172,260,182,1339
3677,1505,238,180,99,454,232,0
3600,1361,409,53,194,367,328,616
3759,1354,413,191,200,255,135,0
3523,1197,464,136,94,474,249,430
4061,1299,438,23,140,180,262,316
4812,1145,325,187,157,353,178,1
4162,912,389,214,141,415,278,1166
3874,1244,354,429,179,653,141,691
3854,1276,428,365,96,210,242,1104
3218,1327,446,250,246,176,219,222
4442,1542,405,177,185,323,245,1142
3961,1170,387,183,239,370,194,780
3910,1763,403,253,167,192,250,70
6845,1453,410,77,97,330,254,297
4149,1149,368,201,121,154,107,168
2192,1331,339,180,162,406,179,386
3787,1218,297,268,164,243,204,656
4574,1251,463,174,133,59,188,1371
4057,1452,425,226,159,386,227,223
3281,1225,418,246,148,704,106,648
4460,1458,320,125,95,347,26,765
2032,910,337,193,209,403,212,147
4937,1014,313,178,172,341,211,1112
4540,836,419,133,190,445,146,532
3776,1067,415,234,143,129,302,620
4641,1671,425,188,162,294,155,755
4034,1296,418,148,45,0,210,355
5683,1156,495,252,166,278,4,1077
4242,1457,360,197,131,350,246,879
2525,1035,383,119,148,321,272,656
3678,1056,278,123,166,382,218,428
4515,1800,370,222,162,0,62,584
3833,1355,365,136,168,529,175,122
3798,1380,428,293,174,261,167,368
3522,1399,392,153,155,329,84,255
4212,1399,432,200,78,279,160,735
5031,1176,273,407,133,308,157,1125
3466,1723,201,164,176,247,219,874
4012,603,428,88,18,38,137,1067
4706,1492,385,210,169,644,164,991
3960,1205,442,162,154,60,252,579
4226,1170,310,206,129,267,149,0
3469,2231,437,194,130,263,144,678
4214,1278,368,213,156,532,289,240
3906,1293,363,278,143,386,296,487
4493,2083,450,173,137,450,193,616
4594,1248,458,177,163,356,241,270
5295,1734,452,117,100,575,231,369
4290,1557,502,190,153,336,233,666
4163,1871,463,220,139,412,178,546
4097,1111,360,176,113,475,213,520
3823,1431,407,221,140,330,212,291
4169,1315,382,191,111,238,224,1029
3852,946,501,135,185,392,207,0
4084,1393,455,216,52,215,91,1441
4659,1202,391,190,175,339,345,694
3497,1607,444,206,165,368,168,289
4570,1221,338,172,86,289,245,0
4659,1210,413,167,115,210,196,148
3941,1607,353,208,177,255,170,664
2939,1287,205,188,209,268,318,309
3696,2200,439,286,161,195,310,54
4648,862,325,240,192,261,140,94
3989,1388,546,227,126,155,188,333
2490,1251,391,191,131,359,273,258
3748,1400,337,99,170,333,158,838
4420,1274,342,160,126,327,160,414
4273,1139,352,168,102,261,208,1715
3881,1279,388,79,261,658,233,661
3817,1558,454,198,56,217,37,827
3804,1407,453,233,92,713,243,1012
4561,1454,318,214,185,164,278,42
4808,1300,365,258,165,308,159,428
3839,912,364,184,171,237,175,472
4609,1056,273,213,173,476,233,1218
4761,1242,428,217,106,353,171,691
4499,1073,388,212,165,300,90,717
3784,1195,394,264,105,189,192,899
4202,1188,467,240,117,164,185,991
3988,1194,404,134,180,350,150,1215
3548,1587,378,194,167,480,248,8
4162,1289,573,199,146,341,190,378
3410,1003,453,308,99,318,452,376
4594,1888,415,184,125,572,96,312
3768,1583,434,349,141,574,82,718
4101,1504,393,222,127,320,238,891
4142,1182,396,225,119,231,123,0
3871,1692,301,196,160,203,139,828
4293,566,362,189,194,311,146,348
3763,1340,372,247,106,449,291,573
4436,1375,469,157,136,378,382,260
3327,1398,500,0,148,177,108,761
4063,1459,480,174,168,0,73,239
4969,1149,334,255,132,373,37,722
3500,1442,329,29,156,452,0,728
3661,1416,340,147,139,479,182,662
4257,1300,407,152,139,279,153,282
3081,1262,260,294,102,382,380,434
4175,1138,221,254,151,325,293,593
4245,1396,663,242,56,288,119,915
4317,505,449,201,175,306,208,556
4555,1979,375,275,98,307,221,562
4205,1280,378,145,179,418,163,511
3879,1033,428,238,172,160,226,32
5447,1113,447,178,194,347,202,1307
4950,1381,373,188,139,454,172,1321
3934,1195,491,236,230,443,185,1199
3513,1188,372,193,119,357,195,679
4554,1147,333,178,148,224,48,132
2700,1154,389,175,211,378,192,0
2914,1629,385,101,155,432,247,526
4424,281,337,238,149,248,0,353
3732,1595,595,150,174,336,250,423
3955,1234,424,293,144,279,134,514
4166,1169,435,186,188,239,119,742
4095,1377,362,265,76,268,126,405
4355,1311,301,110,189,28,209,971
3782,1261,423,237,109,208,220,290
4257,1344,367,249,175,192,135,523
3870,1307,355,265,170,0,208,847
4369,1257,337,124,118,333,185,509
4308,1487,386,165,187,153,183,1239
3532,334,479,229,114,309,34,269
4543,1117,558,207,110,437,83,1152
3732,1142,346,215,137,199,89,96
4404,1088,433,182,138,0,101,453
4184,1317,409,278,132,392,189,953
3698,1401,294,330,152,156,390,1194
3888,907,433,205,161,156,313,783
3825,1205,506,223,148,237,242,865
3990,1236,270,203,115,396,229,814
3848,1243,338,264,124,0,81,505
4400,1043,126,241,213,299,151,0
3192,1237,396,147,118,270,300,222
3473,1118,450,169,120,356,176,308
3466,1233,405,150,103,443,269,189
4475,956,470,167,179,598,82,0
4855,1234,442,232,179,285,141,1527
3948,1929,485,170,162,453,191,339
3916,1248,458,166,189,400,233,55
4035,1360,493,401,128,327,128,1771
4581,1291,403,245,218,79,198,1148
3536,1459,357,440,158,262,196,198
4119,1228,388,179,164,266,238,271
4488,1424,507,413,156,336,193,81
4251,1525,396,206,141,280,146,12
4095,1802,467,153,181,244,200,295
4501,1296,383,154,227,503,273,904
2648,1383,353,221,158,431,158,761
4339,1362,357,210,149,98,197,1165
5660,1500,433,228,135,272,152,1556
3085,1459,330,58,118,363,268,424
4256,1461,226,275,259,433,166,897
4687,1309,466,161,85,258,251,880
3931,1368,415,340,131,278,225,604
4476,1365,396,237,135,309,100,1203
4806,1059,398,184,114,366,229,1056
4657,1514,349,206,141,146,167,792
6126,966,357,186,163,98,196,444
4371,1442,390,305,154,425,150,1229
4038,1353,414,205,133,201,342,91
3199,1243,447,223,169,512,219,23
3877,1378,405,187,158,214,248,0
3578,1384,468,176,201,282,181,508
5085,1038,480,135,127,337,193,955
5039,1583,595,255,108,452,104,126
4062,1314,461,238,59,586,216,600
4276,1338,350,185,130,261,134,1112
4022,1458,343,155,143,216,270,852
4848,1310,426,209,208,183,164,457
3689,1162,333,175,101,336,115,852
4097,1278,385,189,93,672,176,1038
3629,1330,439,137,195,187,240,939
3340,1593,471,348,166,163,130,725
3694,1545,510,212,179,406,221,0
3981,866,368,255,140,234,199,1219
3785,1654,233,6,171,128,195,662
3654,897,346,183,146,285,96,379
3297,1393,391,122,176,260,165,817
3958,1551,400,255,181,495,287,496
3248,1409,399,245,88,248,163,0
4380,1033,404,201,209,269,223,1147
4041,1578,358,134,153,322,172,381
3271,1452,364,139,121,243,132,434
3845,1369,363,173,167,344,278,578
3624,1318,319,248,160,198,267,433
4160,1699,417,215,102,276,258,701
6216,1389,445,125,164,341,130,1473
3062,1252,440,220,163,414,167,616
4058,1138,387,158,167,0,137,189
3920,1906,359,174,151,240,173,54
4336,1497,264,78,167,454,229,481
4107,1311,432,238,272,245,390,290
3624,1188,411,255,123,294,263,252
3840,1566,487,199,169,471,321,255
3602,1123,399,244,186,307,212,1016
4538,1694,387,171,118,275,245,911
2153,1153,380,187,156,283,302,253
4951,1044,322,184,70,0,152,798
3970,1070,433,201,130,345,269,760
3646,1078,395,136,141,208,172,290
3243,1253,425,189,190,378,232,511
3098,1206,492,273,144,302,160,0
3208,1505,380,145,208,324,275,496
4134,1476,155,134,105,473,222,881
4254,1255,424,138,164,155,195,878
3209,1921,408,333,108,302,324,508
2769,1253,363,223,122,364,339,63
3758,1279,420,186,147,238,197,691
4073,1045,439,203,147,395,117,1012
4806,1894,353,211,183,246,175,1178
4448,1359,385,168,107,329,251,646
3866,1063,474,174,206,288,293,686
3554,1200,364,192,93,316,235,447
2924,758,403,164,163,307,122,617
3640,1195,269,180,124,297,164,381
3894,1153,326,218,249,253,178,381
3506,1456,233,150,130,234,214,494
3934,1044,461,330,190,332,201,549
4038,1082,332,238,153,305,247,16
3888,1335,404,136,137,231,164,532
3675,1469,381,76,116,334,196,109
4084,1361,448,166,162,254,167,589
4221,1255,339,234,234,456,214,1635
3455,1239,422,112,139,549,10,761
4705,1502,367,194,151,439,97,207
3951,842,411,305,54,433,234,617
4009,1310,403,155,169,381,227,813
3058,1244,387,180,120,279,177,92
4117,1307,424,149,136,0,268,774
4477,1155,402,180,168,197,210,647
4144,1270,393,267,147,232,251,581
3694,1202,382,161,94,421,302,307
4181,1280,404,231,198,326,284,622
3428,1209,411,238,175,234,182,957
4054,1405,351,146,98,115,261,440
3983,1464,507,158,130,532,473,980
3896,1224,347,253,197,353,301,585
3936,1138,398,154,164,391,292,696
3059,1442,370,197,107,246,178,893
5287,1337,439,302,91,0,249,745
2332,1227,434,249,97,266,258,364
2352,1575,354,204,135,306,232,503
3486,1187,400,242,170,485,354,190
2966,901,264,197,104,180,279,731
3567,1158,391,149,167,296,187,422
4485,1624,364,98,124,336,224,485
4214,1236,345,193,94,1,353,84
3677,499,443,96,140,400,150,171
4888,1305,445,208,209,126,227,912
3403,1502,390,188,190,488,162,881
4460,1283,438,268,135,163,265,314
4500,1418,140,236,156,187,157,939
3665,1262,466,174,133,255,152,471
4696,631,392,180,91,235,191,57
3875,1336,407,219,132,342,264,403
4144,1220,384,0,169,331,186,895
4130,1352,470,198,196,311,199,196
3933,1191,347,266,182,158,229,77
4405,1024,474,159,183,286,183,372
4397,1296,420,178,136,302,66,351
4997,1042,431,185,153,423,197,1614
4652,1419,384,358,189,320,190,775
3169,1293,335,230,161,338,344,850
4516,1585,447,257,194,496,196,642
4563,1234,416,238,97,184,196,818
3455,1296,468,242,133,261,174,825
3795,1006,390,224,140,186,190,60
3447,1079,379,218,187,461,228,169
5763,964,469,127,150,467,265,1172
3846,1515,496,218,128,453,171,610
4390,1208,570,195,71,639,256,891
4655,1565,362,227,166,115,223,308
4698,764,441,196,141,254,130,641
2140,1610,387,413,175,377,226,618
3895,1286,430,247,153,469,216,355
3158,1368,387,54,141,524,231,747
3597,1087,478,178,185,523,169,677
4482,1405,365,107,193,489,135,317
4808,1977,300,212,185,249,109,1284
3383,1061,376,185,126,262,214,928
3704,1058,386,268,186,0,244,59
3987,1055,379,210,180,390,228,906
4140,1376,437,176,116,425,232,455
2165,1173,446,247,140,188,278,296
4212,972,271,328,187,290,223,0
3763,1374,395,351,179,322,191,425
3993,865,407,220,134,332,293,251
4273,1566,328,281,117,387,177,592
4003,1697,446,243,189,382,165,195
3782,1038,265,228,167,620,263,217
3945,1510,386,338,151,415,110,221
3956,1370,389,163,126,397,152,1045
3815,1200,433,162,253,389,167,505
3871,1209,397,207,119,247,144,754
4799,1431,436,276,123,371,390,866
5922,1292,346,153,162,420,297,465
3852,781,413,288,180,593,186,716
4348,1715,445,128,81,313,122,679
3833,1387,326,194,139,456,127,274
4587,1737,526,209,177,340,224,616
4185,1156,460,156,115,291,199,1360
3946,1798,400,169,121,446,245,91
4224,1554,359,240,105,253,215,425
5033,1352,391,272,115,0,166,986
3437,1877,404,94,96,222,148,9
3403,1050,422,209,120,414,156,412
4071,1230,475,194,183,352,203,1045
4866,1310,376,205,177,307,119,491
5116,1439,428,184,106,703,130,1279
4319,1217,335,135,125,317,193,223
4250,1486,379,277,105,278,178,1215
3099,1071,419,258,75,384,223,1139
3729,1314,435,195,113,0,189,0
4612,1280,362,0,164,349,178,1359
3690,997,378,170,144,221,88,483
3916,1290,473,71,153,195,205,433
3764,1183,458,218,0,0,208,187
3010,1583,410,111,177,297,60,113
4374,1218,288,207,196,235,181,969
3464,1370,526,196,194,238,190,373
4120,1054,399,207,152,285,223,0
7029,1347,384,157,89,293,273,1659
3540,1217,374,175,139,145,151,598
2735,1145,419,192,158,48,162,265
2674,1867,419,235,236,340,257,707
4550,1229,448,269,104,314,192,963
6449,1258,354,189,171,163,214,1288
3385,1480,384,148,173,344,144,0
4248,1146,502,202,173,0,172,724
3767,1381,411,301,128,270,188,826
3947,1402,564,152,107,496,290,327
5322,1349,353,244,135,427,240,514
3249,1759,425,267,185,260,175,0
2255,1139,452,182,121,262,191,0
4234,1608,444,165,124,154,200,984
4543,1394,387,229,118,56,180,518
4049,1482,418,218,137,325,198,259
4154,898,484,235,242,382,296,407
3804,2294,454,304,170,87,253,956
4135,615,361,208,112,378,346,1319
5053,1399,273,140,180,249,263,1194
4311,1561,415,203,185,358,146,607
3815,1188,440,341,141,352,244,1238
4189,1500,346,263,108,298,134,282
3985,1296,506,190,188,230,103,107
4563,1053,387,180,161,340,204,1015
3974,1010,405,131,207,216,18,896
3113,1282,373,227,0,405,236,553
3154,1498,581,367,159,228,237,585
2415,393,407,189,194,302,390,64
3673,1340,474,223,164,225,199,584
3702,1478,446,173,84,316,200,47
4687,1044,337,136,87,197,258,797
4327,1173,464,222,265,219,141,1186
5569,1414,450,201,132,529,193,1047
4528,1470,469,81,164,384,164,358
4112,2306,392,281,111,337,149,638
3973,1183,375,221,133,351,224,499
4143,1137,404,204,179,331,156,461
3083,1631,396,179,158,291,173,359
4323,1149,367,220,136,376,201,127
4278,1401,372,223,174,217,217,758
4045,1737,382,220,148,460,263,547
3901,1451,341,253,180,312,245,1077
3924,1457,434,265,137,380,241,767
2539,1556,397,300,159,457,156,791
4567,1405,385,158,210,349,296,1354
4297,1458,344,171,155,219,184,58
2530,1231,342,218,171,422,161,224
4328,1532,393,161,98,470,163,78
4097,1383,369,169,154,486,94,215
3991,1004,605,75,156,290,223,316
3806,1349,408,74,114,329,111,1234
3189,1559,459,264,142,274,128,962
4474,1443,490,190,141,175,288,796
3614,1253,434,223,117,212,274,352
4204,1681,362,212,135,115,140,0
3514,1398,221,201,135,396,150,291
3310,1485,343,159,151,437,242,506
3687,1090,491,153,246,436,118,249
4431,1437,355,233,207,297,0,1125
4477,1172,374,158,75,327,185,1477
4257,1518,364,111,215,407,128,294
4363,668,590,198,172,277,145,589
4258,1322,469,472,113,205,105,493
5672,1068,489,60,209,243,222,636
4216,1325,481,186,174,318,168,300
4400,1704,419,234,173,229,94,363
4377,1444,404,109,94,347,241,120
4594,1293,463,189,122,164,240,915
4354,808,521,143,157,276,217,884
4176,1751,468,150,131,341,269,1181
4535,1395,565,180,142,313,248,117
3987,1198,479,144,120,226,223,46
3559,1585,461,140,130,374,0,0
3918,1314,602,197,87,326,248,186
3628,1516,416,428,195,0,189,1108
3662,1341,476,238,125,569,152,183
3928,1245,353,251,191,258,211,639
3604,1206,484,240,222,248,203,1141
3846,1098,223,165,132,217,213,679
3053,763,476,216,87,200,208,335
4107,606,400,255,301,321,154,0
4001,1404,417,241,91,355,153,501
3591,1195,398,210,216,520,376,686
4330,1083,373,226,178,395,197,560
4469,1411,386,189,182,358,121,584
3196,1690,469,242,156,99,153,85
5613,1220,284,184,155,208,259,1887
3615,1050,338,196,150,419,218,395
3530,1201,364,147,127,173,219,790
4415,1305,346,317,138,26,134,648
5018,741,475,280,121,483,149,555
3868,1464,463,204,181,330,214,450
2998,1329,430,309,200,232,170,781
4318,1917,368,368,161,215,136,402
3380,1385,467,178,134,363,236,640
4030,953,183,245,137,348,311,721
4139,1257,507,220,161,333,87,288
2954,1275,366,242,167,281,189,172
3346,1177,272,132,154,172,310,642
2490,1315,379,159,128,296,218,822
4092,1171,346,274,185,407,204,42
4900,1367,496,285,154,246,214,468
4619,918,439,271,164,360,171,698
4105,1529,461,311,87,260,289,657
3754,984,454,229,44,380,116,507
4404,1247,409,225,171,202,141,1733
3513,1153,426,154,113,301,262,436
4238,1361,414,171,98,346,186,0
4253,1263,206,101,101,232,248,1250
4530,1350,454,184,154,336,90,167
5380,1522,406,97,156,297,192,753
4196,1454,352,254,162,296,303,312
3746,1307,307,219,158,232,194,261
3987,1392,430,99,61,400,221,74
3115,1692,523,191,138,205,155,676
3653,1461,178,298,210,328,179,905
3795,1241,409,194,155,215,185,769
3738,1556,456,150,151,0,179,1116
4076,1378,337,0,137,364,163,291
3589,1107,376,301,176,510,215,428
4561,1264,357,227,141,0,98,363
4000,1006,552,178,156,166,295,786
3995,843,466,182,198,84,181,678
3836,1110,408,179,107,307,143,0
4078,1822,358,193,82,299,174,1147
4413,1325,193,139,160,265,146,254
3566,1458,368,334,168,237,152,0
3671,824,351,129,215,322,188,67
2796,1594,395,162,151,155,402,744
3327,2046,429,251,145,396,261,1032
2560,1611,425,219,134,0,223,336
3762,1165,400,234,183,206,155,861
4437,1447,403,308,165,637,196,240
4131,1312,396,26,175,552,148,842
4097,1220,335,201,158,162,206,773
4425,1961,214,187,176,367,224,100
3931,1268,371,178,255,397,253,571
4195,1182,522,149,168,111,111,633
3948,880,419,204,134,394,181,250
4133,1283,369,218,121,565,213,922
3709,1101,411,221,155,112,177,116
2781,1552,251,203,195,305,185,639
3933,1311,251,246,156,166,240,1265
4711,1122,405,201,100,78,120,947
4463,1481,309,180,203,325,190,1055
3377,1297,477,154,164,230,0,792
4618,1227,332,123,147,274,170,1096
4044,1009,374,273,145,434,266,454
4099,1721,467,165,81,345,254,795
3691,2160,388,154,125,358,381,700
3842,1469,340,179,125,449,192,25
4308,1127,436,186,169,395,216,439
4602,1316,435,282,144,412,218,316
3930,1284,368,184,183,0,223,372
5740,1456,374,332,85,75,148,1457
4000,1572,378,203,218,310,295,404
4301,1013,390,303,187,234,80,424
3278,1085,305,245,51,379,142,506
2852,1429,589,218,140,123,119,346
3725,1198,489,279,174,383,192,227
3390,1047,355,256,153,319,211,554
3746,1225,371,232,144,335,200,556
1985,1050,341,316,172,362,110,168
3773,948,431,175,176,297,233,644
4726,1397,460,150,60,267,184,509
4163,1402,459,166,136,413,203,967
4150,1494,338,288,146,359,315,0
4311,1366,425,273,215,369,187,410
3431,549,472,0,108,292,203,556
4520,1401,425,82,132,551,159,523
3962,1009,424,190,179,299,261,26
3141,926,376,149,154,126,257,1081
3464,902,411,63,179,500,219,524
3223,884,462,311,189,614,185,85
4409,1356,416,120,161,112,195,1004
4188,1154,338,294,3,289,303,470
2387,996,377,166,174,211,232,612
3565,1305,460,271,11,292,142,391
4563,1079,416,189,134,317,217,1062
3405,1496,406,23,191,114,199,518
4821,1590,372,225,251,333,207,732
3550,1256,459,180,164,0,192,299
4319,1052,483,190,89,68,214,461
3836,1575,463,207,140,254,199,703
4302,1317,472,159,158,96,185,526
3728,1647,382,119,153,259,216,201
3919,1176,375,342,174,0,205,288
4020,909,392,248,32,315,279,811
3499,989,402,155,184,252,192,768
4370,1166,472,208,136,273,136,1079
3743,1407,458,275,75,167,237,435
3886,1069,427,196,120,248,64,1267
3503,1165,465,204,167,488,275,871
2719,1050,316,203,127,318,209,396
3904,540,412,166,158,0,187,601
5206,1569,444,150,174,236,226,1120
4392,1372,396,151,178,261,225,317
3990,1185,496,218,229,277,223,25
3869,1544,346,238,150,387,242,641
4011,1305,340,240,141,420,228,644
4274,1327,367,181,131,255,276,298
3410,1529,552,255,168,298,340,283
4557,1231,426,215,146,276,197,1109
4358,1483,379,204,125,376,176,701
4359,1469,323,33,241,347,175,0
4219,1271,445,159,188,291,196,0
4010,1021,312,124,176,601,249,0
4336,1303,346,231,97,127,194,1324
5536,1527,438,92,107,223,210,471
3823,1464,410,146,139,301,269,475
3713,1642,409,215,123,282,249,1451
4051,1202,496,129,154,201,156,217
4775,1456,446,148,126,277,0,1142
3380,535,472,164,192,414,93,420
3266,1340,414,227,139,409,247,771
2567,1521,351,270,206,391,47,509
4025,1481,406,2,176,378,171,0
4087,1321,430,266,177,321,170,233
4122,1246,435,202,202,240,212,238
5458,1101,376,212,152,356,181,940
4745,1255,424,197,175,135,113,417
3200,1038,498,190,159,233,223,562
3586,1231,348,222,126,410,229,744
3948,939,344,237,131,251,191,1269
3178,1036,401,156,144,364,142,650
5134,1471,341,191,163,264,220,733
4831,1448,483,283,173,355,193,822
4010,729,445,209,240,146,197,0
4115,1313,349,214,167,427,204,390
3370,1340,375,258,142,188,119,172
3692,1902,404,175,83,164,97,955
3812,1371,412,198,173,422,175,856
3841,1033,375,241,126,300,258,0
4641,811,439,262,215,269,146,997
4279,378,430,82,160,457,259,1021
3444,1269,457,163,119,373,231,257
4123,2282,396,150,117,255,318,956
4249,1347,374,194,184,287,213,710
4570,1407,366,154,171,407,172,99
4790,1121,415,233,161,204,138,44
3492,1286,381,209,118,444,227,1413
3595,1313,372,104,129,505,181,456
3371,1149,378,248,61,213,167,626
3883,1086,366,234,204,771,174,0
4233,1255,410,183,125,373,62,1359
2737,1432,329,205,135,122,161,636
3962,1119,415,177,165,289,168,655
3840,1258,434,132,130,189,300,1228
4076,1571,371,248,162,380,172,1
3582,1196,496,196,187,472,213,292
5045,1301,401,125,146,354,185,774
3196,1279,322,227,211,224,0,287
4092,1262,386,189,190,389,227,940
5012,1634,507,97,177,295,222,1009
4003,1361,422,131,164,293,0,1082
3905,986,387,165,162,251,233,653
3821,1606,349,211,105,310,189,190
3910,1355,345,83,104,293,204,466
4686,1765,367,238,170,60,243,974
2894,1570,372,230,152,303,181,339
4767,1144,343,198,167,286,277,769
3288,1643,363,286,116,335,162,345
3867,1319,433,235,196,99,240,777
3785,1501,288,211,144,351,205,769
2985,1914,438,228,161,303,208,1162
3201,1336,465,180,135,350,241,0
4231,1281,449,45,160,137,231,769
5012,1502,442,96,221,177,146,1794
3318,1276,383,181,185,113,173,894
4095,1093,407,288,133,315,55,1392
1747,1263,379,207,120,265,195,76
4213,1879,389,205,161,581,235,655
4010,1324,403,250,140,161,125,44
3679,1189,436,218,130,179,228,236
4244,1258,421,161,210,50,216,1233
4902,1218,392,201,91,165,250,163
3905,1510,403,143,171,235,141,465
4360,1282,422,209,208,240,203,247
3353,1622,433,158,115,293,214,599
3522,1237,324,246,137,376,120,7
4236,1250,346,174,140,231,176,637
4742,1121,455,159,198,349,149,1142
4178,1223,397,194,149,378,299,479
3843,953,560,218,211,415,253,1093
4000,874,387,140,261,349,248,802
3375,1425,540,174,139,307,302,390
4302,951,428,205,116,192,275,340
4441,1381,345,267,11,327,188,1117
2117,1200,401,74,170,262,146,251
3765,1488,260,231,227,438,231,518
5569,955,420,181,136,309,222,2007
3782,1420,411,175,131,496,193,957
3967,1366,426,0,170,442,188,281
5050,1373,371,182,144,505,196,804
3876,1525,353,231,136,0,226,965
5611,1314,698,173,197,501,226,475
3676,810,385,283,196,327,233,1075
4372,1390,391,231,159,766,188,850
3909,1364,434,210,130,450,191,1481
3675,1251,480,192,162,44,200,450
4661,1132,373,259,181,391,158,969
4710,1228,350,267,190,267,146,367
3700,2006,338,142,184,504,259,522
3067,1116,480,165,72,444,199,279
4504,952,348,232,165,374,157,1140
3658,1006,399,247,173,404,170,0
4395,1293,351,185,178,230,173,0
3015,1634,328,163,161,472,226,538
4446,1741,385,204,151,210,268,698
3394,1430,353,274,141,341,179,248
4365,1104,365,12,126,229,104,700
4007,1125,500,137,131,386,216,0
3523,771,421,205,191,475,126,1082
3796,1566,447,239,171,345,179,271
6161,1172,441,195,175,332,276,1566
4053,1585,395,263,133,289,0,141
4292,1254,378,243,81,310,167,65
4988,1443,412,197,205,266,145,279
4508,1529,408,202,154,463,130,695
4809,1004,372,108,174,379,171,1156
4052,1390,406,261,135,265,187,1245
3551,1586,365,184,138,674,258,914
3335,1188,391,180,159,592,174,29
3905,1089,383,173,129,327,225,509
4461,1399,337,223,128,445,285,447
3936,1948,282,144,145,481,299,558
4756,1235,353,151,156,347,170,894
3274,1300,490,197,132,238,279,238
3994,966,385,169,155,246,228,1386
3374,1381,573,217,116,113,443,362
5522,1619,294,171,155,210,145,1241
4443,1157,350,280,93,181,39,17
3790,1134,332,235,182,592,220,1318
2698,1335,390,234,103,251,125,585
4099,1869,521,170,197,272,166,492
4218,1520,423,320,163,120,138,782
4202,1281,485,178,168,173,318,811
4618,1308,387,164,137,322,188,781
3464,1540,468,235,166,479,340,424
4340,1118,504,210,156,391,213,104
4596,1422,395,159,115,210,128,1414
3111,1077,373,310,173,283,208,525
4160,1485,334,249,125,305,73,305
3748,1241,385,200,220,280,239,459
3959,1340,404,320,126,661,243,1056
4174,1228,502,241,101,191,128,1140
3756,1440,335,199,309,351,79,456
3662,1265,403,314,173,414,186,348
4017,1732,309,233,164,218,19,407
3456,2297,379,231,133,340,273,877
3457,1039,416,53,152,336,318,967
4340,1338,426,202,145,359,216,539
3426,1447,429,179,177,300,183,732
4333,1208,420,272,132,442,269,509
4231,1542,429,120,135,511,72,58
3137,1519,402,268,172,363,167,660
5597,1283,348,156,190,331,200,749
5762,1496,484,197,138,301,135,784
3509,818,373,345,169,169,296,807
3768,1572,393,174,181,157,375,61
4231,1477,463,234,232,442,189,0
4392,1082,395,200,142,327,161,819
3874,1350,390,167,99,281,176,1236
4743,895,419,365,212,453,143,1169
4711,1147,386,165,157,49,170,347
4869,1519,441,173,177,304,172,865
4489,1297,499,125,138,343,316,905
4043,1286,510,177,135,390,255,835
3596,1309,405,225,147,314,329,325
3585,1965,417,202,145,64,374,321
4261,1497,479,291,221,318,184,0
5663,1176,244,331,162,344,145,975
4701,1384,434,177,170,298,174,1064
4325,1071,343,158,262,512,169,1069
3248,1448,384,256,152,358,248,127
4526,1236,458,217,170,320,266,649
3501,1292,364,257,149,460,136,493
3808,1228,230,220,192,266,193,243
4125,2016,321,190,125,451,198,1046
4998,1099,500,191,186,52,172,747
5555,1366,463,222,185,306,181,551
4303,1411,409,189,213,298,200,1133
3908,1034,425,261,98,350,269,828
4267,1181,420,135,182,327,208,350
4444,1306,469,261,130,452,79,0
3840,1180,374,106,177,310,138,278
6699,1255,437,207,177,294,270,1073
4115,1623,257,183,124,395,302,406
